row_number,level,Nation_fk,Year,Region,Country,Christians,Muslims,Unaffiliated,Hindus,Buddhists,Folk Religions,Other Religions,Jews,All Religions
810,1,80,2040,North America,Greenland,"          50,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","          50,000"
811,1,81,2040,Latin America-Caribbean,Grenada,"         140,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         140,000"
812,1,82,2040,Latin America-Caribbean,Guadeloupe,"         500,000","         <10,000","          10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         520,000"
813,1,83,2040,Asia-Pacific,Guam,"         220,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         240,000"
814,1,84,2040,Latin America-Caribbean,Guatemala,"      25,160,000","         <10,000","         960,000","         <10,000","         <10,000","         170,000","          20,000","         <10,000","      26,320,000"
815,1,85,2040,Sub-Saharan Africa,Guinea,"       1,990,000","      16,490,000","         350,000","         <10,000","          20,000","         510,000","         <10,000","         <10,000","      19,350,000"
816,1,86,2040,Sub-Saharan Africa,Guinea-Bissau,"         440,000","       1,250,000","         120,000","         <10,000","         <10,000","         800,000","         <10,000","         <10,000","       2,610,000"
817,1,87,2040,Latin America-Caribbean,Guyana,"         730,000","          60,000","          20,000","         200,000","         <10,000","         <10,000","         <10,000","         <10,000","       1,020,000"
818,1,88,2040,Latin America-Caribbean,Haiti,"      12,160,000","         <10,000","       1,550,000","         <10,000","         <10,000","         280,000","          40,000","         <10,000","      14,030,000"
819,1,89,2040,Europe,Vatican City,"         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000"
820,1,90,2040,Latin America-Caribbean,Honduras,"      10,120,000","          20,000","       1,170,000","         <10,000","          20,000","         140,000","          80,000","         <10,000","      11,550,000"
821,1,91,2040,Asia-Pacific,Hong Kong,"       1,360,000","         220,000","       4,040,000","          50,000","       1,060,000","       1,050,000","         110,000","         <10,000","       7,870,000"
822,1,92,2040,Europe,Hungary,"       6,830,000","          30,000","       2,040,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","       8,910,000"
823,1,93,2040,Europe,Iceland,"         360,000","         <10,000","          20,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         390,000"
824,1,94,2040,Asia-Pacific,India,"      36,710,000","     282,120,000","         880,000","   1,260,620,000","      11,100,000","       7,640,000","      27,690,000","         <10,000","   1,626,760,000"
825,1,95,2040,Asia-Pacific,Indonesia,"      31,730,000","     254,310,000","         250,000","       4,280,000","       1,790,000","         720,000","         400,000","         <10,000","     293,480,000"
826,1,96,2040,Asia-Pacific,Iran,"          70,000","      86,330,000","          80,000","          20,000","         <10,000","         <10,000","         130,000","         <10,000","      86,640,000"
827,1,97,2040,Middle East-North Africa,Iraq,"         430,000","      66,430,000","          70,000","         <10,000","         <10,000","         <10,000","          20,000","         <10,000","      66,960,000"
828,1,98,2040,Europe,Ireland,"       5,250,000","         150,000","         670,000","          30,000","          20,000","          10,000","         <10,000","         <10,000","       6,150,000"
829,1,99,2040,Europe,Isle of Man,"          80,000","         <10,000","          10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         100,000"
830,1,100,2040,Middle East-North Africa,Israel,"         210,000","       2,510,000","         320,000","         <10,000","          30,000","          30,000","          10,000","       7,610,000","      10,720,000"
831,1,101,2040,Europe,Italy,"      43,740,000","       4,450,000","       8,950,000","         250,000","         210,000","         130,000","          60,000","          40,000","      57,830,000"
832,1,102,2040,Latin America-Caribbean,Jamaica,"       2,390,000","         <10,000","         530,000","         <10,000","         <10,000","         140,000","          30,000","         <10,000","       3,100,000"
833,1,103,2040,Asia-Pacific,Japan,"       2,430,000","         270,000","      74,780,000","          60,000","      31,100,000","         580,000","       4,600,000","         <10,000","     113,830,000"
834,1,104,2040,Middle East-North Africa,Jordan,"         220,000","      10,020,000","          20,000","          20,000","          50,000","         <10,000","         <10,000","         <10,000","      10,330,000"
835,1,105,2040,Asia-Pacific,Kazakhstan,"       4,070,000","      15,510,000","         660,000","          10,000","          90,000","         110,000","          50,000","         <10,000","      20,500,000"
836,1,106,2040,Sub-Saharan Africa,Kenya,"      67,250,000","      10,110,000","       1,910,000","          90,000","         <10,000","       1,050,000","         770,000","         <10,000","      81,180,000"
837,1,107,2040,Asia-Pacific,Kiribati,"         140,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         140,000"
838,1,108,2040,Europe,Kosovo,"         100,000","       1,880,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","       1,980,000"
839,1,109,2040,Middle East-North Africa,Kuwait,"         530,000","       3,010,000","         <10,000","         470,000","         310,000","          10,000","         <10,000","         <10,000","       4,350,000"
840,1,110,2040,Asia-Pacific,Kyrgyzstan,"         600,000","       6,980,000","          30,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","       7,630,000"
841,1,111,2040,Asia-Pacific,Laos,"         130,000","         <10,000","          80,000","         <10,000","       5,230,000","       3,300,000","          70,000","         <10,000","       8,830,000"
842,1,112,2040,Europe,Latvia,"         990,000","         <10,000","         850,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","       1,850,000"
843,1,113,2040,Middle East-North Africa,Lebanon,"       1,870,000","       2,990,000","          10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","       4,880,000"
844,1,114,2040,Sub-Saharan Africa,Lesotho,"       2,550,000","         <10,000","          70,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","       2,630,000"
845,1,115,2040,Sub-Saharan Africa,Liberia,"       7,020,000","         980,000","         110,000","         <10,000","         <10,000","          80,000","         <10,000","         <10,000","       8,190,000"
846,1,116,2040,Middle East-North Africa,Libya,"         230,000","       8,390,000","          20,000","         <10,000","          30,000","         <10,000","         <10,000","         <10,000","       8,690,000"
847,1,117,2040,Europe,Liechtenstein,"          40,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","          40,000"
